ID_adresse;adresse
15305;1100 DE LA PATELIERE
15306;15 DE L AIGAS
15307;90 JEAN COLOMB
15308;1160 DU VIEUX MOULIN
15309;527 RESIDENCE RECAMIER
15310;230 DE L ETANG
15311;80 DU HUIT MAI 1945
15312;740 PIERRE DUMOND
15313;431 DE QUICURY
15314;120 DE CHAVANNES
15315;42 DU CENTRE
15316;1340 GRANDE RUE
15317;900 DES RIVIERES
15318;280 DE EDF
15319;180 CHARLES DE GAULLE
15320;670 MATHIEU MISERY
15321;60 DES AQUEDUCS
15322;155 DU COLLOVRIER
15323;241 DE LA CHANTERIE
15324;300 FRANCOIS MERMET
15325;151 DE L EGLISE
15326;1380 DE LA TABLE DE PIERRE
15327;353 DE LA CHAPELLE DE BEL AIR
15328;89 DE GARGANTUA
15329;930 DE LA REPUBLIQUE
15330;233 MARIUS GUERPILLON
15331;220 EDOUARD PAYEN
15332;422 DU MONT D OR
15333;920 DE LA RAUDE
15334;110 DE CHAREZIEUX
15335;1380 DE LA TABLE DE PIERRE
15336;560 MARSONNAT
15337;860 DE PARIS
15338;380 LOUIS CHIRPAZ
15339;600 ETIENNE POULET
15340;1050 LAMARTINE
15341;1600 DE RIOTTIER
15342;640 MARIE COUTURIER
15343;72 DE LYON
15344;1860 DE THIZY
15345;127 MICHEL AULAS
15346;43 DE L EGLISE
15347;680 DE FRANS
15348;114 DE SAINT JULIEN
15349;1670 DES ROUSSES
15350;490 DUBREUIL
15351;72 DE LYON
15352;1230 DE LA REPUBLIQUE
15353;628 DE TARARE
15354;210 DE BELLEVILLE
15355;1050 LAMARTINE
15356;700 GAMBETTA
15357;933 JEAN COCTEAU
15358;60 LEON FOILLARD
15359;43 DE LA POYE
15360;515 EDOUARD HERRIOT
15361;1270 NATIONALE
15362;350 CLAUDE BERNARD
15363;685 DES FRERES LUMIERE
15364;490 DECHAVANNE
15365;550 DE L EGALITE
15366;126 DU PRE AUX MOUTONS
15367;1470 PIERRE PASQUIER
15368;1720 STE CLAIRE
15369;452 DU VIEUX PONT
15370;173 DE LA SCIERIE
15371;600 ETIENNE POULET
15372;210 DE BELLEVILLE
15373;210 DU VAL FLEURY
15374;670 PASTEUR
15375;20 DES ACACIAS
15376;85 MARIEN PRE
15377;352 DE PONTCHARRA
15378;460 DE LA CROIX FLEURIE
15379;1088 DE LA LIBERATION
15380;1640 RONCEVAUX
15381;210 DE BELLEVILLE
15382;494 NEUVE
15383;680 DU NORD
15384;1270 NATIONALE
15385;22 DES CEDRES
15386;100 CLAUDE BERNARD
15387;515 EDOUARD HERRIOT
15388;10 DU BAYARD
15389;1050 LAMARTINE
15390;1270 NATIONALE
15391;1088 DE LA LIBERATION
15392;1270 NATIONALE
15393;1370 PAUL BERT
15394;1680 DES SABLES
15395;490 DECHAVANNE
15396;674 FRANCOIS POLOT
15397;110 DU MARGAND
15398;1230 DE LA REPUBLIQUE
15399;470 DENAVE
15400;685 DES FRERES LUMIERE
15401;240 BOIRON
15402;1680 DES SABLES
15403;250 DE LA CHARBONNIERE
15404;590 GAMBETTA
15405;240 BOIRON
15406;124 DU TOLERON
15407;90 D ANSE
15408;960 JEAN MICHEL SAVIGNY
15409;1300 DE SAVOIE
15410;980 NICOLAS SEVE
15411;1176 DES MARAIS
15412;830 LEDRU ROLLIN
15413;320 DE LA LIBERATION
15414;1110 PIERRE MARIE FAYE
15415;210 DE BELLEVILLE
15416;20 DES ACACIAS
15417;30 DE L'EGLISE
15418;1400 PEZANT
15419;1270 NATIONALE
15420;12 MARECHAL FOCH
15421;70 DU PLANTAY
15422;1470 PIERRE PASQUIER
15423;1680 DES SABLES
15424;460 DE LA CROIX FLEURIE
15425;700 GAMBETTA
15426;1170 DU MAGNOLET
15427;110 DU MARGAND
15428;1383 PAUL CLAUDEL
15429;780 GAL LECLERC
15430;1605 ROBERT SCHUMAN
15431;1270 NATIONALE
15432;80 BERNIGAL GUILLERMIN
15433;132 DE LA VALLEE
15434;685 DES FRERES LUMIERE
15435;1605 ROBERT SCHUMAN
15436;670 FRANCOIS GIRAUD
15437;1383 PAUL CLAUDEL
15438;1860 DE THIZY
15439;1177 DES MARAIS
15440;1383 PAUL CLAUDEL
15441;127 MICHEL AULAS
15442;1000 JOSEPH BALLOFFET
15443;660 FRANCIS POPY
15444;780 DU PORT
15445;1037 FRANCOIS COQUARD
15446;1500 DE PRONY
15447;1050 LAMARTINE
15448;42 DE LA TOUR
15449;1370 PAUL BERT
15450;6 DES HAUTS DE BASSIEUX
15451;113 DU RUISSEAU DES FONTAINES
15452;920 JEAN BAPTISTE MARTINI
15453;600 ETIENNE POULET
15454;660 FRANCIS POPY
15455;445 DES CORDELIERS
15456;100 ANTOINE ARNAUD
15457;45 DE CHAMPANARD
15458;79 JEAN CARRON
15459;195 DU TROIS SEPTEMBRE 1944
15460;100 ANTOINE ARNAUD
15461;173 DE LA SCIERIE
15462;390 CLAUDIUS SAVOYE
15463;560 MAL FOCH
15464;1470 PIERRE PASQUIER
15465;156 DU DR GILLES CUGNIER
15466;273 DU GENERAL DE GAULLE
15467;270 JEAN JAURES
15468;20 EDOUARD HERRIOT
15469;130 DE L EGLISE
15470;470 DES REMPARTS
15471;530 DES VOSGES
15472;97 CHARLES NODIER
15473;33 DU PRESBYTERE
15474;353 L O FROSSARD
15475;28 ANDRE MAROSELLI
15476;230 DE L ECOLE - HERICOURT
15477;210 DE LA FONT
15478;280 JULES JEANNENEY
15479;530 DES 7 CHEVAUX
15480;110 DU FOURNIL
15481;50 D ALSACE LORRAINE
15482;80 DE LA BANQUE
15483;50 D ALSACE LORRAINE
15484;280 VICTOR CHALMEY
15485;40 DES ALLIES
15486;570 DE LA HALLE
15487;78 DES BALCONS FLEURIS
15488;78 DES BALCONS FLEURIS
15489;550 DU GRAND PUITS
15490;80 PIERRE CURIE
15491;61 DE L EGLISE
15492;90 BARON BOUVIER
15493;662 LAMARTINE
15494;90 BARON BOUVIER
15495;480 GEORGES GENOUX
15496;840 DE NOIDANS
15497;90 BARON BOUVIER
15498;11 GUSTAVE COURTOIS
15499;105 PASTEUR
15500;90 BARON BOUVIER
15501;150 DU BREUIL
15502;455 DE FRANCHE COMTE
15503;660 LAFAYETTE
15504;150 DU BREUIL
15505;391 EDGAR  FAURE
15506;340 DOCTEUR CHAMPIONNET
15507;1242 DES URSULINES
15508;480 GEORGES GENOUX
15509;80 DE DIJON
15510;1060 CARNOT
15511;1230 DE LA REPUBLIQUE
15512;5370 THEODORE MONOD
15513;100 AGUT
15514;272 DU CHAMP BRULE
15515;1900 EDOUARD HERRIOT
15516;3880 DES 9 CLES
15517;3220 LAMARTINE
15518;1590 CLAUDE ROBERJOT
15519;4940 SAINT ANTOINE
15520;3620 NOTRE DAME
15521;160 JEAN JAURES
15522;B042 LA CONDEMAINE
15523;1190 CARNOT
15524;270 AMBROISE PARE
15525;5320 NICEPHORE NIEPCE
15526;24 DE BOURGOGNE
15527;305 DES MOUILLERES
15528;7720 D UXELLES
15529;7070 SAINT PIERRE
15530;5320 NICEPHORE NIEPCE
15531;3440 GRANDE RUE
15532;6990 SAINT GEORGES
15533;469 DES TILLES
15534;730 DE BELFORT
15535;4700 LOUIS BLERIOT
15536;6771 ROGER LAGRANGE
15537;5870 PIERRE DELIRY
15538;5040 MICHELET
15539;2440 EUGENE POTTIER
15540;3440 GRANDE RUE
15541;2377 SIMONE DE BEAUVOIR
15542;6771 ROGER LAGRANGE
15543;3440 GRANDE RUE
15544;1010 BOUCICAUT
15545;270 AMBROISE PARE
15546;510 DE L ASILE
15547;3440 GRANDE RUE
15548;2310 DE DIJON
15549;4820 DE LA MANUTENTION
15550;7020 SAINT JEAN DES VIGNES
15551;1030 DE BOURGOGNE
15552;2350 DOCTEUR LAENNEC
15553;7111 SAINT COSME
15554;3440 GRANDE RUE
15555;7000 SAINT GERMAIN
15556;4580 DE LA LIBERTE
15557;830 GRABIAU
15558;135 GAMBETTA
15559;275 DE LA POTERNE
15560;208 DU COLLEGE
15561;380 DE LA GARE
15562;160 DUMOULIN
15563;420 FRANCOIS DUCAROUGE
15564;765 DU VIEUX MOULIN
15565;765 DU VIEUX MOULIN
15566;265 DU DAUPHIN LOUIS
15567;455 DU 8 MAI
15568;1860 DE LATTRE DE TASSIGNY
15569;2320 LAVOISIER
15570;1560 DE LA GRANGE VERTU
15571;185 DE BEAUNE
15572;3320 SAINT JEAN
15573;1960 DU HOC
15574;3550 DES TANNERIES
15575;2860 DE MAZENAY
15576;990 CHARLES DE GAULLE
15577;1085 DOC FERNAND RENAUD
15578;1920 HENRI PAUL SCHNEIDER
15579;1080 PASTEUR
15580;1355 FREDERIC LATOUCHE
15581;3560 DU PAS DE CIBLE
15582;98 DE LA PATURE DE L ETANG
15583;98 DE LA PATURE DE L ETANG
15584;98 DE LA PATURE DE L ETANG
15585;535 GEORGES MOREY
15586;1865 EMILE ZOLA
15587;1795 EDOUARD DE LA BOUSSINIERE
15588;225 AMIRAL LALANDE
15589;4600 RENEE AUDUC
15590;3320 DES MAILLETS
15591;152 DE LA REPUBLIQUE
15592;315 DE LA CHESNAIE
15593;112 ALCIDE DE GASPERI
15594;152 DE LA REPUBLIQUE
15595;112 ALCIDE DE GASPERI
15596;315 DE LA CHESNAIE
15597;5542 WINSTON CHURCHILL
15598;960 FERNAND CRAPEZ
15599;4850 SAGEBIEN
15600;765 BOLLEE
15601;2500 DU GREFFIER
15602;5105 DE LA SOLITUDE
15603;445 DE BALYVER
15604;3060 LAROCHE
15605;4355 DU PORT
15606;5080 DU SERGENT LEBOUC
15607;1345 COEFFORT
15608;3320 DES MAILLETS
15609;422 DU 19 MARS 1962
15610;5035 SARRAZIN
15611;1842 EMMANUEL MAIRE
15612;1440 DE CONSTANTINE
15613;720 BITCHE
15614;4223 PIERRE MENDES FRANCE
15615;940 DES PAQUERETTES
15616;3165 DE LA LIBERATION
15617;3205 LIONEL ROYER
15618;145 D'ALGER
15619;2153 FRANCOIS MITTERRAND
15620;4685 DE RIVOLI
15621;630 DE BELLEVUE
15622;145 D'ALGER
15623;1315 CLAUDE HILLERET
15624;4085 DE LA PELOUSE
15625;630 DE BELLEVUE
15626;855 DU BOURG BELE
15627;2361 GEORGES MELIES
15628;1190 DU CHATEAU D EAU
15629;3045 DE LAIGNE
15630;5567 BOB WOLLEK
15631;2537 GUILLAUME APOLLINAIRE
15632;2500 DU GREFFIER
15633;4880 SAINT BERTRAND
15634;35 D AQUITAINE
15635;4190 PIERRE BELON
15636;1756 DULCIE SEPTEMBER
15637;4650 DE RICHEBOURG
15638;315 DE LA CHESNAIE
15639;2537 GUILLAUME APOLLINAIRE
15640;1345 COEFFORT
15641;2293 DU GENERAL DE GAULLE
15642;1429 DES COMTES DU MAINE
15643;225 AMIRAL LALANDE
15644;3159 LE VERRIER
15645;1115 CHANZY
15646;4965 SAINT PAVIN DE LA CITE
15647;3875 DE L ORMEAU
15648;5542 WINSTON CHURCHILL
15649;1990 FELIX GENESLAY
15650;5220 DU TERTRE SAINT LAURENT
15651;2030 DE FLORE
15652;4960 SAINT PAVIN DES CHAMPS
15653;3401 MARCEL PROUST
15654;4830 DES SABLES D'OR
15655;5265 DE TORCE
15656;3401 MARCEL PROUST
15657;3155 DU LEVANT
15658;1495 COUPERIN
15659;1115 CHANZY
15660;3320 DES MAILLETS
15661;5105 DE LA SOLITUDE
15662;3255 LOUIS CORDELET
15663;4410 DU PRE
15664;5105 DE LA SOLITUDE
15665;3320 DES MAILLETS
15666;4870 DE SAINT AUBIN
15667;765 BOLLEE
15668;4810 RUBILLARD
15669;5567 BOB WOLLEK
15670;765 BOLLEE
15671;855 DU BOURG BELE
15672;765 BOLLEE
15673;1480 DU CORNET
15674;2227 GALILEE
15675;5530 WAGRAM
15676;5530 WAGRAM
15677;4360 DU PORT A L ABBESSE
15678;3320 DES MAILLETS
15679;855 DU BOURG BELE
15680;3875 DE L ORMEAU
15681;4440 DE LA PRESCHE
15682;3205 LIONEL ROYER
15683;95 DE LA BUTTE
15684;392 DES HALLES
15685;A014 DU DAUPHIN
15686;1500 DE L UNION
15687;500 DAGOREAU
15688;A060 JEANNE D ARC
15689;C021 LA ROSELIERE
15690;1043 ML DE LATTRE DE TASSIGNY
15691;205 CHARLES DE GAULLE
15692;640 PASTEUR
15693;2400 HENRI 4
15694;120 DE LA GARE
15695;1010 DU MANS
15696;1043 ML DE LATTRE DE TASSIGNY
15697;201 NATIONALE
15698;1043 ML DE LATTRE DE TASSIGNY
15699;320 DENFERT ROCHEREAU
15700;5 D ALENCON
15701;190 CHATELAINE
15702;583 DU 8 MAI 1945
15703;580 D HUISNE
15704;200 DU BERCAIL
15705;2250 VAUGELAS
15706;1920 DE LA ROCHE DU ROI
15707;A360 IMM LE SIKKIM
15708;A120 IMM LES GENTIANES
15709;50 NATIONALE 6
15710;A021 IMM ARCELLE 1
15711;B706 PRES DE L AUMONE
15712;A038 BALCONS DE VAL THO CHAL 6
15713;330 CARNOT
15714;B020 EPIERRE
15715;80 DE L ARLANDAZ
15716;B350 TIGNY
15717;A063 IMM LE GRAND PIC
15718;A017 CROIX DU SUD
15719;890 JACQUES PORRAZ
15720;614 DU VILLARD
15721;307 DES VIGNES
15722;A045 L'AQUILA
15723;A058 IMM LE CREUX DE L OURS
15724;2440 MACORNET
15725;1680 GEORGES CLEMENCEAU
15726;A055 IMM LA TROIKA
15727;A055 IMM LA COMBE FOLLE
15728;910 GEORGES 1ER
15729;364 DU PETIT ARRONDAZ
15730;A025 LES FLOCONS D'ARGENT
15731;3270 RECLUS
15732;B177 PRARANGER
15733;970 COSTA DE BEAUREGARD
15734;580 DES COTES
15735;A200 MONT VALLON
15736;1285 LOUIS DE SAVOIE
15737;976 DE COTE ROUSSE
15738;A061 PLAN DEVIN ARC 1600
15739;2020 DE ST SIMOND
15740;A015 IMM LES BELLES CHALLES
15741;194 VIA AQUAE
15742;960 SAINT MARTIN
15743;1300 MAL DE TASSIGNY
15744;241 DES MONTS DESSUS
15745;A102 REINE DES PRES
15746;3430 ST FRANCOIS DE SALES
15747;A198 LA LICORNE IV
15748;A015 IMM L AGATE
15749;2360 DU JARDIN ALPIN
15750;420 DE LA CHAUDANNE
15751;2700 MONGE
15752;980 DU COVET
15753;A014 IMM LE CHANTELOUP
15754;A089 FERMES DU CHANT L'OISEAU
15755;980 PAUL YVAN LAGARDE
15756;380 DE LA BOISSE
15757;A324 ANDROMEDE
15758;1220 DES DUCS DE SAVOIE
15759;A145 IMM AIGUILLE GRIVE 2
15760;A014 LE CARIBOU I
15761;A084 ROCHE CHATEAU
15762;A170 IMM LE JANNU
15763;3330 DE LA RIZE
15764;85 CHANOINE HENRI FEJOZ
15765;200 DES BAUGES
15766;2660 MICHAUD
15767;1320 DE MARLIOZ
15768;A531 LES CROCUS
15769;110 DE L AVENIR
15770;48 DES AULNES
15771;400 DE LA NUAZ
15772;80 DE L ARLANDAZ
15773;110 DU MONT BLANC
15774;880 DE GENEVE
15775;B363 LES VERNEYS
15776;7 DE L AEROPORT
15777;7 DE L AEROPORT
15778;A501 IMM LES AVRIERES
15779;7 DE L AEROPORT
15780;910 GEORGES 1ER
15781;51 DU CHAMP DU BOIS
15782;A110 IMM LE FRANCE
15783;470 DE L ENVERS
15784;A170 STE ANNE
15785;320 SAINTE THERESE
15786;A067 LES BALCONS DU SOLEIL MONG
15787;A106 IMM LA GENETTE
15788;A133 IMM HOME CLUB
15789;A024 LES LUMIERES DE NEIGE II
15790;2180 DES THERMES
15791;2575 DE PLANTRET
15792;A019 IMM LES CIMES
15793;1000 CROIX D OR
15794;1470 FRANCOIS DESCOTES
15795;13 DE LA GRANDE CASSE
15796;A462 IMM LA LAUZIERE DESSUS
15797;A400 IMM LE PORTILLO
15798;1560 GAMBETTA
15799;A014 LE CARIBOU I
15800;123 DE CHARTREUSE
15801;A026 IMM LES ASTERS
15802;B361 PIERRE FOURCHUE
15803;1920 DE LA ROCHE DU ROI
15804;A058 IMM LE CREUX DE L OURS
15805;A070 IMM LES ECRINS
15806;250 DE LA LIBERATION
15807;371 PARC DE LA MANDALLAZ
15808;3445 DES FOURNAIS
15809;385 DE MONTMIN
15810;1790 DE LA PAIX
15811;410 DU COL DE MERDASSIER
15812;2844 GRANDE RUE D ALERY
15813;190 DU CHINAILLON
15814;128 DES FRAMBOISIERS
15815;2920 DES PAQUERETTES
15816;760 DES EDELWEISS
15817;390 VIEILLE ROUTE DES PENSIERE
15818;3109 GEORGE SAND
15819;180 DE LA CORDICE
15820;230 ARISTIDE BRIAND
15821;310 DES COTTAGES
15822;3396 DU VAL VERT
15823;190 DU CHINAILLON
15824;1090 DE GENEVE
15825;40 DE L'ANDRAN
15826;2100 DE LA ROCADE
15827;2685 DU JOULY
15828;190 DES ANNONCIADES
15829;620 DU GIFFRE
15830;3029 FREDERIC BACK
15831;280 GAMBETTA
15832;470 NEUF
15833;3026 GEORGES MELIES
15834;430 CARNOT
15835;400 DES VIGNES
15836;1150 DE SOUS CASSAN
15837;901 DES FINS NORD
15838;410 DU COL DE MERDASSIER
15839;1163 DES TREILLES
15840;340 DE LA PAIX
15841;3486 DE LA CULAZ
15842;355 DES CIMES
15843;1500 DE LOVERCHY
15844;3028 DES PASSERELLES
15845;76 DES BOULEAUX
15846;1910 DE LA PLAINE
15847;1470 LOUIS CHAUMONTEL
15848;1790 DE LA PAIX
15849;1927 DU PONT ROMAIN
15850;3222 DU BOIS GENTIL
15851;470 DE CHAMBERY
15852;360 DU DOCTEUR COQUAND
15853;1442 DE LA LIBERATION
15854;140 DE LA CHAPELLE (MORNEX)
15855;70 DES ALPES
15856;2 D ANNEMASSE
15857;520 DE VALLARD
15858;690 DE L HOTEL DE VILLE
15859;310 DE LIVRON
15860;1140 DU SALEVE
15861;1550 DU MAQUIS
15862;2940 DE LA REPUBLIQUE
15863;50 DU BUET
15864;40 DE BELLEVUE
15865;110 DE LA CAPIEU
15866;1 DES ALLUAZ
15867;2845 DES ASTERS
15868;2614 DES CHAPELAINES
15869;3103 DES CEDRES
15870;2972 DES HARMONIES
15871;3308 DES LOGIS FLEURIS
15872;2845 DES ASTERS
15873;3059 DE FRANGY
15874;341 DU GENEVOIS
15875;126 DES CHENES
15876;355 DES GENEVRIERS
15877;2939 DU QUART D AMONT
15878;110 DE LA CAPIEU
15879;210 DU BOUCHET
15880;120 DE COQUELOUP
15881;147 DES MESANGES
15882;960 PASTEUR
15883;740 DES VIGNES
15884;330 BERTHOLLET
15885;255 DU COL DES ARAVIS
15886;100 DU CHATEAU
15887;570 DE LA GARE
15888;164 DES CONTAMINES
15889;2390 DU THIOU
15890;3047 DE COTFA
15891;292 DE L HERMITAGE
15892;730 JOSEPH BEARD
15893;410 DU COL DE MERDASSIER
15894;2695 LA MARJOLAINE
15895;3396 DU VAL VERT
15896;80 D ALERY
15897;455 DU VIEUX MURIER
15898;902 DES FINS SUD
15899;B048 LA CREUSE NORD
15900;1720 DE NARVIK
15901;2980 DU PARC
15902;3141 DE CUVAT
15903;1910 DE LA PLAINE
15904;46 DU CLOS FLEURY
15905;2110 DES ROMAINS
15906;2230 SAINTE CLAIRE
15907;80 DE LA CAILLE
15908;3204 D AIX LES BAINS
15909;480 VICTOR HUGO
15910;660 DES NEIGES
15911;410 DU COL DE MERDASSIER
15912;140 DE LA CHAPELLE (MORNEX)
15913;300 DES FONTAINES
15914;1300 DES VOIRONS
15915;110 DE CERTOUX
15916;100 DES CEDRES
15917;2845 DES ASTERS
15918;540 DU CHATEAU
15919;510 DE LA PLAGE
15920;2904 DE LA LIBERTE
15921;2730 DES POMMARIES
15922;470 DE CHAMBERY
15923;140 DE CHEVALINE
15924;A052 DU CEDRE BLEU
15925;280 DES LAURIERS ROSES
15926;3215 DE L AUNAIE
15927;1315 JEAN-LOUIS GRIVAZ
15928;380 DE BROGNY
15929;110 DE LA CAPIEU
15930;1090 DE GENEVE
15931;410 DU COL DE MERDASSIER
15932;360 DU LAC
15933;320 DE MOELLESULAZ
15934;1880 PERRIERE
15935;2240 SAINTE CLAIRE
15936;104 DES COLIBRIS
15937;310 DE LIVRON
15938;1872 DU PERIMETRE
15939;210 DU LEMAN
15940;70 DES ALPES
15941;1470 LOUIS CHAUMONTEL
15942;3082 DES NOISETIERS
15943;2906 DE LA LOUVATIERE
15944;2972 DES HARMONIES
15945;680 DE LA CROIX ROUGE
15946;1610 DE LA MAVERIA
15947;2110 DES ROMAINS
15948;355 DES GENEVRIERS
15949;160 CARNOT
15950;397 CHRISTIAN JOLY
15951;570 DE LA GARE
15952;280 DES HUCHES
15953;180 DU CHEF LIEU
15954;480 VICTOR HUGO
15955;635 DE TALLOIRES
15956;715 JULES VERNE
15957;407 DES NOISETIERS
15958;80 DE LA CAILLE
15959;865 FELIX PETIT
15960;210 DE LA COTE
15961;460 DE GERMAGNY
15962;360 DU DOCTEUR COQUAND
15963;245 DU LIEUTENANT YVAN GENOT
15964;122 DU CHATEAU DE LIVRON
15965;630 DES GLIERES
15966;445 DE RAMPONNET
15967;361 DU CRY
15968;13 DE L AUTOMNE
15969;136 DU PLAN DE MEURET
15970;600 GRILLET
15971;470 DE LA PRAIRIE
15972;288 DE SALLANCHES
15973;890 DES VALLEES
15974;141 DE LA FRASSE
15975;197 DES PIERRIERS
15976;150 DE CHATEAUBLANC
15977;456 DU MONT D ARBOIS
15978;467 DU MONT PACCARD
15979;284 DU CLOS DE LA CORRUAZ
15980;907 DES PERIADES
15981;758 MARIE PARADIS
15982;296 DE COURMAYEUR
15983;251 DE CUSIN
15984;290 DES MOULINS
15985;90 DU CLUB
15986;568 DE PIERRE PLATE
15987;43 DU BOUCHET
15988;390 DES THEZIERES
15989;298 DES EDELWEISS
15990;42 DE CARRY
15991;218 CHARLES DE GAULLE
15992;288 DE SALLANCHES
15993;536 DU TELEPHERIQUE
15994;296 DE COURMAYEUR
15995;1079 DE LA POTTAZ
15996;135 DE BIONNAY
15997;11 ADHEMAR FABRI
15998;56 DES CHAVANNES
15999;1431 DE THUET
16000;298 DES EDELWEISS
16001;217 DU MEDONNET
16002;480 DES GDES PLATIERES
16003;66 DE CHEVALY
16004;1100 DE LA SARDAGNE
16005;208 EDMOND DE ROTHSCHILD
16006;758 MARIE PARADIS
16007;15 DE CLUSES
16008;484 DES MERISES
16009;143 DE RAFORT
16010;240 DE COTTERET
16011;60 AMBROISE MARTIN
16012;480 PLATEAU DES SAIX
16013;329 CARDUCCI
16014;230 DU CRETET
16015;408 EDMOND DESAILLOUD
16016;380 EMILE FAVRE
16017;427 DE L HOPITAL
16018;337 GONTARD
16019;12 DES BIOLLES
16020;395 DES PETTOREAUX
16021;B149 FLAINE
16022;997 DE LA POINTE DE LA LANCHE
16023;920 DU PDT CARNOT
16024;295 EMMA LANCHE
16025;86 DE LA JACQUERIE
16026;115 DE L ESSERT
16027;348 DU GEN DE GAULLE
16028;B149 FLAINE
16029;A009 DE LA CLAIRIERE
16030;150 DE CHATEAUBLANC
16031;493 DE LA THIOLLYRE
16032;62 DES BRASSES
16033;450 DE LA MOLLAZ
16034;960 PERRINE
16035;68 DE LA GLIAT
16036;B167 LES HOUCHES
16037;427 DE L HOPITAL
16038;B067 LES ESSERTS
16039;1260 DES REVEES
16040;408 EDMOND DESAILLOUD
16041;408 EDMOND DESAILLOUD
16042;194 DU CRET DU MIDI
16043;40 ANCIENNE RTE IMPERIALE
16044;600 DU DOCTEUR JACQUES ARNAUD
16045;288 DE SALLANCHES
16046;480 DES GDES PLATIERES
16047;746 DES GORGES DU BRONZE
16048;282 DU MONT FAVY
16049;100 BELLEVUE
16050;445 DE MIAGE
16051;408 EDMOND DESAILLOUD
16052;B084 HONORAZ
16053;456 DU MONT D ARBOIS
16054;230 DU CRETET
16055;315 COUTTET CHAMPION
16056;907 DES PERIADES
16057;300 DE LA GARE
16058;100 BELLEVUE
16059;193 DU CRET
16060;175 RESIDENCES DU MOLE
16061;355 DE ROCHE PALLUD
16062;220 DES GRANGETTES
16063;139 DU CHATEAU
16064;764 MICHEL CROZ
16065;569 DE LA PLAINE
16066;690 DU ROSAY
16067;141 DE LA FRASSE
16068;1148 SOUS LA GRAND
16069;208 DE LA PLAINE
16070;828 DE MONTROC
16071;189 DES HOTTES
16072;670 DES RANES
16073;66 DE CHEVALY
16074;171 DU VAL D ARLY
16075;A013 MONT BLANC
16076;760 DU GRINGER
16077;293 DU VIEUX VILLAGE
16078;92 DE FREBOUGE D EN HAUT
16079;194 CHARLET STRATON
16080;580 VERTE
16081;600 DU DOCTEUR JACQUES ARNAUD
16082;40 ANCIENNE RTE IMPERIALE
16083;779 LA MOLLARD
16084;429 GANGA
16085;130 DU BETTEX
16086;283 DE L HUILERIE
16087;261 DU CLOS DU SAVOY
16088;379 DU PALAIS DES SPORTS
16089;202 DES PLAGNES
16090;1160 ST BERNARD
16091;265 DU JAILLET
16092;150 DE CHATEAUBLANC
16093;296 DE COURMAYEUR
16094;550 GEORGES CLEMENCEAU
16095;465 DU TILBURY
16096;715 DES POIRIERS
16097;881 VERNEY DU FOUILLY
16098;95 DES BOSSONS
16099;12 DES BIOLLES
16100;740 DE ST MARTIN
16101;362 DE LA SAVOLIERE
16102;66 DE CHEVALY
16103;111 DES CHAMOIS
16104;218 CHARLES DE GAULLE
16105;236 DE NIVORIN D EN BAS
16106;305 DU PONTET
16107;620 DE LA GARE
16108;296 DE COURMAYEUR
16109;401 DES PLACES
16110;350 DES EDELWEISS
16111;459 DU MONT JOLY
16112;94 BEAU SOLEIL
16113;760 DE SAVOIE
16114;24 DE LA BARQUE
16115;758 MARIE PARADIS
16116;467 DU MONT PACCARD
16117;66 DE CHEVALY
16118;76 DU FRONT DE NEIGE
16119;154 DE SAINT GERVAIS
16120;61 DES FEULATES
16121;66 DE CHEVALY
16122;47 DU CENTRE
16123;12 D ANNEMASSE
16124;820 DE L HOTEL DE VILLE
16125;1140 DE SILENCE
16126;520 ST PAUL
16127;10 DE L AIGUILLE VERTE
16128;450 DE LA MOLLAZ
16129;990 DE LA PLATAZ
16130;20 DES ARAVIS
16131;14 DU CLOCHER
16132;47 DU CENTRE
16133;26 DU FORUM
16134;104 GUILLAUME FICHET
16135;220 DES GRANGETTES
16136;130 DU CHENE
16137;152 DE LA GARE
16138;208 DU CLOS DE DIANE
16139;21 DU BARGY
16140;1058 RENE PAYOT
16141;49 DES EDELWEISS
16142;408 EDMOND DESAILLOUD
16143;355 DE ROCHE PALLUD
16144;47 DU CENTRE
16145;711 DE TAGUE
16146;408 EDMOND DESAILLOUD
16147;362 NATIONALE
16148;B149 FLAINE
16149;329 CARDUCCI
16150;151 DU FEUG
16151;104 DE LA FONTAINE
16152;48 DE BELLEVUE
16153;66 DE CHEVALY
16154;782 DU VERNET
16155;52 DE LA CHAPELLE
16156;790 ANCIENNE RTE DE COMBLOUX
16157;210 DE LA COMTESSE
16158;329 CARDUCCI
16159;758 MARIE PARADIS
16160;188 DES CHATTRIX
16161;54 DU BOUCHET
16162;119 DE LA CRY CUCHET
16163;B149 FLAINE
16164;868 DES TROLLES
16165;1041 DU PRE DE LA CROIX
16166;90 BALLALOUD
16167;10 D ABONDANCE
16168;1690 DE LA SAUGE
16169;1170 DE LA TELECABINE
16170;2155 RENE BINET
16171;2900 D ELBEUF
16172;8270 VICTOR HUGO
16173;240 ALBERT SOREL
16174;6450 ROMAIN DOCQUET
16175;1330 RENE COTY
16176;3510 GEORGES GUYNEMER
16177;6130 PARMENTIER
16178;7380 SAINT MARC
16179;790 BEAUVOISINE
16180;A581 MIRABEAU TOUR 1
16181;3134 DE L EUROPE
16182;3134 DE L EUROPE
16183;7740 SENARD
16184;A583 MIRABEAU TOUR 3
16185;627 JEAN JAURES
16186;8270 VICTOR HUGO
16187;3190 DES FAULX
